20240715 071800;172.416000;172.432000;172.405000;172.422000;0
20240715 071900;172.422000;172.430000;172.420000;172.424000;0
20240715 072000;172.423000;172.428000;172.416000;172.421000;0
20240715 072100;172.420000;172.428000;172.407000;172.407000;0
20240715 072200;172.407000;172.409000;172.385000;172.387000;0
20240715 072300;172.385000;172.389000;172.381000;172.385000;0
20240715 072400;172.385000;172.392000;172.376000;172.381000;0
20240715 072500;172.380000;172.389000;172.379000;172.381000;0
20240715 072600;172.383000;172.387000;172.345000;172.345000;0
20240715 072700;172.345000;172.369000;172.342000;172.363000;0
20240715 072800;172.364000;172.373000;172.359000;172.365000;0
20240715 072900;172.363000;172.369000;172.348000;172.369000;0
20240715 073000;172.368000;172.388000;172.367000;172.380000;0
20240715 073100;172.380000;172.436000;172.380000;172.430000;0
20240715 073200;172.430000;172.445000;172.416000;172.440000;0
20240715 073300;172.436000;172.439000;172.416000;172.418000;0
20240715 073400;172.414000;172.476000;172.393000;172.475000;0
20240715 073500;172.474000;172.489000;172.453000;172.468000;0
20240715 073600;172.467000;172.473000;172.450000;172.461000;0
20240715 073700;172.461000;172.479000;172.459000;172.478000;0
20240715 073800;172.477000;172.477000;172.455000;172.458000;0
20240715 073900;172.457000;172.480000;172.444000;172.480000;0
20240715 074000;172.479000;172.482000;172.460000;172.460000;0
20240715 074100;172.460000;172.492000;172.456000;172.489000;0
20240715 074200;172.490000;172.525000;172.489000;172.519000;0
20240715 074300;172.516000;172.533000;172.493000;172.529000;0
20240715 074400;172.527000;172.530000;172.505000;172.505000;0
20240715 074500;172.503000;172.514000;172.487000;172.489000;0
20240715 074600;172.490000;172.496000;172.466000;172.474000;0
20240715 074700;172.475000;172.475000;172.463000;172.465000;0
20240715 074800;172.464000;172.479000;172.449000;172.477000;0
20240715 074900;172.478000;172.481000;172.459000;172.465000;0
20240715 075000;172.464000;172.480000;172.452000;172.477000;0
20240715 075100;172.480000;172.495000;172.467000;172.495000;0
20240715 075200;172.497000;172.536000;172.497000;172.536000;0
20240715 075300;172.535000;172.536000;172.502000;172.519000;0
20240715 075400;172.518000;172.530000;172.510000;172.512000;0
20240715 075500;172.511000;172.512000;172.483000;172.487000;0
20240715 075600;172.487000;172.487000;172.452000;172.453000;0
20240715 075700;172.455000;172.475000;172.452000;172.455000;0
20240715 075800;172.455000;172.461000;172.441000;172.442000;0
20240715 075900;172.442000;172.447000;172.422000;172.429000;0
20240715 080000;172.432000;172.444000;172.421000;172.423000;0
20240715 080100;172.421000;172.441000;172.408000;172.438000;0
